                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    126,                0.60145,                0.50668,                0.84703,                0.99891,                      1,                  0.995,                0.73848,                 1.1446,                0.74844,                0.98082,               0.001505,               0.001505,               0.001505
                    127,                0.73968,                0.56563,                0.82702,                0.99891,                      1,                  0.995,                0.73848,                 1.1446,                0.74844,                0.98082,               0.001501,               0.001501,               0.001501
                    128,                0.61474,                0.50409,                0.84866,                      1,                0.99323,                  0.995,                0.76475,                 1.0349,                0.74031,                0.96624,              0.0014971,              0.0014971,              0.0014971
                    129,                0.67871,                0.56661,                0.79049,                      1,                0.99133,                  0.995,                0.74441,                 1.0354,                0.69883,                0.97065,              0.0014931,              0.0014931,              0.0014931
                    130,                0.71956,                0.51064,                0.81364,                      1,                0.99133,                  0.995,                0.74441,                 1.0354,                0.69883,                0.97065,              0.0014892,              0.0014892,              0.0014892
                    131,                0.63845,                0.46946,                0.79595,                      1,                0.99059,                  0.995,                0.76486,                0.92771,                0.64775,                0.94798,              0.0014852,              0.0014852,              0.0014852
                    132,                0.55238,                0.47347,                 0.7901,                      1,                0.99543,                  0.995,                0.76449,                0.94087,                0.58948,                0.93674,              0.0014812,              0.0014812,              0.0014812
                    133,                0.67968,                0.57305,                0.85345,                      1,                0.99543,                  0.995,                0.76449,                0.94087,                0.58948,                0.93674,              0.0014773,              0.0014773,              0.0014773
                    134,                0.63962,                0.52242,                0.83781,                0.99846,                      1,                  0.995,                0.73553,                 0.9683,                0.60716,                0.93637,              0.0014733,              0.0014733,              0.0014733
                    135,                0.66724,                0.52774,                0.83024,                0.99742,                      1,                  0.995,                0.74239,                0.95347,                0.63785,                0.94554,              0.0014694,              0.0014694,              0.0014694
                    136,                0.59819,                0.46444,                0.84995,                0.99742,                      1,                  0.995,                0.74239,                0.95347,                0.63785,                0.94554,              0.0014654,              0.0014654,              0.0014654
                    137,                0.58832,                0.47917,                0.81159,                      1,                0.98008,                  0.995,                0.71993,                 1.0222,                0.76123,                0.95527,              0.0014614,              0.0014614,              0.0014614
                    138,                0.63138,                0.52807,                0.86045,                      1,                0.83248,                0.97214,                0.69435,                 1.0889,                0.88588,                0.96239,              0.0014575,              0.0014575,              0.0014575
                    139,                0.57461,                0.49931,                0.88884,                      1,                0.83248,                0.97214,                0.69435,                 1.0889,                0.88588,                0.96239,              0.0014535,              0.0014535,              0.0014535
                    140,                0.67308,                 0.5067,                0.87386,                      1,                0.93289,                  0.995,                0.72172,                 1.0901,                 1.0136,                0.96188,              0.0014496,              0.0014496,              0.0014496
                    141,                0.57816,                0.48512,                0.81933,                      1,                0.83296,                  0.995,                0.73594,                 1.0916,                 1.1978,                 0.9684,              0.0014456,              0.0014456,              0.0014456
                    142,                0.58647,                 0.4875,                0.81825,                      1,                0.83296,                  0.995,                0.73594,                 1.0916,                 1.1978,                 0.9684,              0.0014416,              0.0014416,              0.0014416
